user_id,item_id,timestamp,event_type
6516,oulad_AAA_2014J,2012-12-09T00:00:00,click
6516,oulad_AAA_2014J,2012-12-09T00:00:00,click
6516,oulad_AAA_2014J,2012-12-09T00:00:00,click
6516,oulad_AAA_2014J,2012-12-09T00:00:00,click
6516,oulad_AAA_2014J,2012-12-09T00:00:00,click
6516,oulad_AAA_2014J,2012-12-09T00:00:00,click
6516,oulad_AAA_2014J,2012-12-10T00:00:00,click
6516,oulad_AAA_2014J,2012-12-10T00:00:00,click
6516,oulad_AAA_2014J,2012-12-10T00:00:00,click
6516,oulad_AAA_2014J,2012-12-10T00:00:00,click
6516,oulad_AAA_2014J,2012-12-10T00:00:00,click
6516,oulad_AAA_2014J,2012-12-10T00:00:00,click
6516,oulad_AAA_2014J,2012-12-10T00:00:00,click
6516,oulad_AAA_2014J,2012-12-12T00:00:00,click
6516,oulad_AAA_2014J,2012-12-12T00:00:00,click
6516,oulad_AAA_2014J,2012-12-12T00:00:00,click
6516,oulad_AAA_2014J,2012-12-12T00:00:00,click
6516,oulad_AAA_2014J,2012-12-12T00:00:00,click
6516,oulad_AAA_2014J,2012-12-12T00:00:00,click
6516,oulad_AAA_2014J,2012-12-12T00:00:00,click
6516,oulad_AAA_2014J,2012-12-12T00:00:00,click
6516,oulad_AAA_2014J,2012-12-12T00:00:00,click
6516,oulad_AAA_2014J,2012-12-12T00:00:00,click
6516,oulad_AAA_2014J,2012-12-12T00:00:00,click
6516,oulad_AAA_2014J,2012-12-12T00:00:00,click
6516,oulad_AAA_2014J,2012-12-15T00:00:00,click
6516,oulad_AAA_2014J,2012-12-15T00:00:00,click
6516,oulad_AAA_2014J,2012-12-15T00:00:00,click
6516,oulad_AAA_2014J,2012-12-15T00:00:00,click
6516,oulad_AAA_2014J,2012-12-20T00:00:00,click
6516,oulad_AAA_2014J,2012-12-20T00:00:00,click
6516,oulad_AAA_2014J,2012-12-26T00:00:00,click
6516,oulad_AAA_2014J,2012-12-26T00:00:00,click
6516,oulad_AAA_2014J,2012-12-26T00:00:00,click
6516,oulad_AAA_2014J,2012-12-27T00:00:00,click
6516,oulad_AAA_2014J,2012-12-27T00:00:00,click
6516,oulad_AAA_2014J,2012-12-27T00:00:00,click
6516,oulad_AAA_2014J,2012-12-27T00:00:00,click
6516,oulad_AAA_2014J,2012-12-27T00:00:00,click
6516,oulad_AAA_2014J,2012-12-27T00:00:00,click
6516,oulad_AAA_2014J,2012-12-30T00:00:00,click
6516,oulad_AAA_2014J,2012-12-30T00:00:00,click
6516,oulad_AAA_2014J,2012-12-30T00:00:00,click
6516,oulad_AAA_2014J,2012-12-30T00:00:00,click
6516,oulad_AAA_2014J,2012-12-30T00:00:00,click
6516,oulad_AAA_2014J,2012-12-30T00:00:00,click
6516,oulad_AAA_2014J,2012-12-30T00:00:00,click
6516,oulad_AAA_2014J,2012-12-31T00:00:00,click
6516,oulad_AAA_2014J,2012-12-31T00:00:00,click
6516,oulad_AAA_2014J,2012-12-31T00:00:00,click
6516,oulad_AAA_2014J,2012-12-31T00:00:00,click
6516,oulad_AAA_2014J,2012-12-31T00:00:00,click
6516,oulad_AAA_2014J,2012-12-31T00:00:00,click
6516,oulad_AAA_2014J,2013-01-01T00:00:00,click
6516,oulad_AAA_2014J,2013-01-01T00:00:00,click
6516,oulad_AAA_2014J,2013-01-01T00:00:00,click
6516,oulad_AAA_2014J,2013-01-01T00:00:00,click
6516,oulad_AAA_2014J,2013-01-01T00:00:00,click
6516,oulad_AAA_2014J,2013-01-01T00:00:00,click
6516,oulad_AAA_2014J,2013-01-01T00:00:00,click
6516,oulad_AAA_2014J,2013-01-01T00:00:00,click
6516,oulad_AAA_2014J,2013-01-01T00:00:00,click
6516,oulad_AAA_2014J,2013-01-01T00:00:00,click
6516,oulad_AAA_2014J,2013-01-01T00:00:00,click
6516,oulad_AAA_2014J,2013-01-01T00:00:00,click
6516,oulad_AAA_2014J,2013-01-01T00:00:00,click
6516,oulad_AAA_2014J,2013-01-02T00:00:00,click
6516,oulad_AAA_2014J,2013-01-02T00:00:00,click
6516,oulad_AAA_2014J,2013-01-02T00:00:00,click
